card	artwork	edited artwork	atk	def	level	race	attribute	type	spell/trap type
Theban Nightmare	0	No	1500	500	4	Fiend	LIGHT	Effect	None
Aswan Apparition	0	No	500	500	3	Fiend	DARK	Effect	None
Protector of the Sanctuary	0	No	1100	1900	4	Fiend	EARTH	Effect	None
Nubian Guard	0	No	500	500	2	Warrior	FIRE	Effect	None
Desertapir	0	No	900	300	3	Beast	EARTH	Effect	None
Sand Gambler	0	No	300	1600	3	Spellcaster	LIGHT	Effect	None
Ghost Knight of Jackal	0	No	1700	1600	5	Beast-Warrior	EARTH	Effect	None
Absorbing Kid from the Sky	0	Yes	1300	1000	4	Fairy	LIGHT	Effect	None
Elephant Statue of Blessing	0	No	1500	0	3	Rock	EARTH	Effect	None
Elephant Statue of Disaster	0	No	1500	0	3	Rock	EARTH	Effect	None
Spirit Caller	0	No	1000	1000	3	Spellcaster	LIGHT	Effect	None
Emissary of the Afterlife	0	No	1600	600	4	Fiend	DARK	Effect	None
Double Coston	0	No	1700	1650	4	Zombie	DARK	Effect	None
Regenerating Mummy	0	No	1800	1500	4	Zombie	DARK	Effect	None
Night Assailant	0	No	200	500	3	Fiend	DARK	Effect	None
Man-Thro' Tro	0	No	1000	1000	4	Beast-Warrior	EARTH	Effect	None
King of the Swamp	0	No	500	1100	3	Aqua	WATER	Effect	None
Emissary of the Oasis	0	No	600	400	3	Spellcaster	LIGHT	Effect	None
Special Hurricane	0	No	0	0	0	Spell	Spell	Spell	None
Order to Charge	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Sword of the Soul-Eater	0	No	0	0	0	Spell	Spell	Spell	Equip
Dust Barrier	0	No	0	0	0	Spell	Spell	Spell	Continuous
Soul Reversal	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Spell Economics	0	No	0	0	0	Spell	Spell	Spell	Continuous
7	0	No	0	0	0	Spell	Spell	Spell	Continuous
Level Limit - Area B	0	No	0	0	0	Spell	Spell	Spell	Continuous
Enchanting Fitting Room	0	Yes	0	0	0	Spell	Spell	Spell	None
The Law of the Normal	0	No	0	0	0	Spell	Spell	Spell	None
Dark Magic Attack	0	No	0	0	0	Spell	Spell	Spell	None
Delta Attacker	0	No	0	0	0	Spell	Spell	Spell	None
Thousand Energy	0	No	0	0	0	Spell	Spell	Spell	None
Triangle Power	0	No	0	0	0	Spell	Spell	Spell	None
The Third Sarcophagus	0	No	0	0	0	Spell	Spell	Spell	Continuous
The Second Sarcophagus	0	No	0	0	0	Spell	Spell	Spell	Continuous
The First Sarcophagus	0	No	0	0	0	Trap	Trap	Trap	Continuous
Human-Wave Tactics	0	No	0	0	0	Trap	Trap	Trap	Continuous
Curse of Anubis	0	No	0	0	0	Trap	Trap	Trap	None
Desert Sunlight	0	No	0	0	0	Trap	Trap	Trap	None
Des Counterblow	0	No	0	0	0	Trap	Trap	Trap	Continuous
Labyrinth of Nightmare	0	No	0	0	0	Trap	Trap	Trap	Continuous
Soul Resurrection	0	No	0	0	0	Trap	Trap	Trap	Continuous
Order to Smash	0	Yes	0	0	0	Trap	Trap	Trap	None
The End of Anubis	0	No	2500	0	6	Fiend	DARK	Effect	None
Crush D. Gandra	0	No	0	0	8	Dragon	DARK	Effect	None
Return from the Different Dimension	0	No	0	0	0	Trap	Trap	Trap	None
Pyramid of Light	0	No	0	0	0	Trap	Trap	Trap	Continuous
Blue-Eyes Shining Dragon	0	No	3000	2500	10	Dragon	LIGHT	Effect	None
Familiar Knight	0	No	1200	1400	3	Warrior	DARK	Effect	None
Rare Metal Dragon	0	No	2400	1200	4	Dragon	DARK	Effect	None
Peten the Dark Clown	0	No	500	1200	3	Spellcaster	DARK	Effect	None
Sorcerer of Dark Magic	0	No	3200	2800	9	Spellcaster	DARK	Effect	None
Andro Sphinx	0	No	3000	2500	10	Beast	LIGHT	Effect	None
Sphinx Teleia	0	No	2500	3000	10	Beast	LIGHT	Effect	None
Theinen the Great Sphinx	0	No	3500	3000	10	Beast	LIGHT	Effect	None
Inferno Tempest	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Watapon	0	No	200	300	1	Fairy	LIGHT	Effect	None
Charcoal Inpachi	0	No	100	2100	1	Pyro	FIRE	None	None
Neo Aqua Madoor	0	No	1200	3000	6	Spellcaster	WATER	None	None
Skull Dog Marron	0	No	1350	2000	4	Beast	EARTH	None	None
Goblin Calligrapher	0	No	400	400	1	Fiend	DARK	None	None
Ultimate Insect LV1	0	No	0	0	1	Insect	WIND	Effect	None
Horus the Black Flame Dragon LV4	0	No	1600	1000	4	Dragon	FIRE	Effect	None
Horus the Black Flame Dragon LV6	0	No	2300	1600	6	Dragon	FIRE	Effect	None
Horus the Black Flame Dragon LV8	0	No	3000	1800	8	Dragon	FIRE	Effect	None
Dark Mimic LV1	0	No	100	1000	1	Fiend	DARK	Effect	None
Dark Mimic LV3	0	No	1000	1000	3	Fiend	DARK	Effect	None
Mystic Swordsman LV2	0	No	900	0	2	Warrior	EARTH	Effect	None
Mystic Swordsman LV4	0	No	1900	1600	4	Warrior	EARTH	Effect	None
Armed Dragon LV3	0	No	1200	900	3	Dragon	WIND	Effect	None
Armed Dragon LV5	0	No	2400	1700	5	Dragon	WIND	Effect	None
Armed Dragon LV7	0	No	2800	1000	7	Dragon	WIND	Effect	None
Horus' Servant	0	No	100	100	1	Beast-Warrior	FIRE	Effect	None
Red-Eyes B. Chick	0	No	800	500	1	Dragon	DARK	Effect	None
Ninja Grandmaster Sasuke	0	No	1800	1000	4	Warrior	LIGHT	Effect	None
Rafflesia Seduction	0	No	300	900	2	Plant	EARTH	Effect	None
Ultimate Baseball Kid	0	No	500	1000	3	Warrior	FIRE	Effect	None
Mobius the Frost Monarch	0	No	2400	1000	6	Aqua	WATER	Effect	None
Element Dragon	0	No	1500	1200	4	Dragon	LIGHT	Effect	None
Element Soldier	0	No	1500	1200	4	Fiend	DARK	Effect	None
Howling Insect	0	No	1200	1300	3	Insect	EARTH	Effect	None
Masked Dragon	0	No	1400	1100	3	Dragon	FIRE	Effect	None
Mind on Air	0	No	1000	1600	6	Spellcaster	DARK	Effect	None
Unshaven Angler	0	No	1500	1600	4	Fish	WATER	Effect	None
The Trojan Horse	0	No	1600	1200	4	Beast	EARTH	Effect	None
Nobleman-Eater Bug	0	No	900	1200	5	Insect	EARTH	Effect	None
Enraged Muka Muka	0	No	1200	600	5	Rock	EARTH	Effect	None
Hade-Hane	0	No	900	1000	5	Beast	EARTH	Effect	None
Penumbral Soldier Lady	0	No	2100	1400	6	Warrior	DARK	Effect	None
Ojama King	0	No	0	3000	6	Beast	LIGHT	Fusion/Effect	None
Master of Oz	0	No	4200	3700	9	Beast	EARTH	Fusion	None
Sanwitch	0	No	2100	1800	6	Spellcaster	DARK	Fusion	None
Dark Factory of Mass Production	0	No	0	0	0	Spell	Spell	Spell	None
Hammer Shot	0	No	0	0	0	Spell	Spell	Spell	None
Mind Wipe	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Abyssal Designator	0	No	0	0	0	Spell	Spell	Spell	None
Level Up!	0	No	0	0	0	Spell	Spell	Spell	None
Inferno Fire Blast	0	No	0	0	0	Spell	Spell	Spell	None
The Graveyard in the Fourth Dimension	0	No	0	0	0	Spell	Spell	Spell	None
Two-Man Cell Battle	0	No	0	0	0	Spell	Spell	Spell	Continuous
Big Wave Small Wave	0	No	0	0	0	Spell	Spell	Spell	None
Fusion Weapon	0	No	0	0	0	Spell	Spell	Spell	Equip
Ritual Weapon	0	No	0	0	0	Spell	Spell	Spell	Equip
Taunt	0	Yes	0	0	0	Trap	Trap	Trap	None
Absolute End	0	Yes	0	0	0	Trap	Trap	Trap	None
Spirit Barrier	0	No	0	0	0	Trap	Trap	Trap	Continuous
Ninjitsu Art of Decoy	0	No	0	0	0	Trap	Trap	Trap	Continuous
Enervating Mist	0	Yes	0	0	0	Trap	Trap	Trap	Continuous
Heavy Slump	0	Yes	0	0	0	Trap	Trap	Trap	None
Greed	0	No	0	0	0	Trap	Trap	Trap	Continuous
Cemetary Bomb	0	No	0	0	0	Trap	Trap	Trap	None
Hallowed Life Barrier	0	No	0	0	0	Trap	Trap	Trap	None
The Tricky	0	No	2000	1200	5	Spellcaster	WIND	Effect	None
Green Gadget	0	No	1400	600	4	Machine	EARTH	Effect	None
Stronghold	0	No	0	0	0	Trap	Trap	Trap	None
Stronghold	1	No	0	0	0	Trap	Trap	Trap	None
Red Gadget	0	No	1300	1500	4	Machine	EARTH	Effect	None
Yellow Gadget	0	No	1200	1200	4	Machine	EARTH	Effect	None
Tricky's Magic 4	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
The Blockman	0	No	1000	1500	4	Rock	EARTH	Effect	None
Silent Swordsman LV3	0	No	1000	1000	3	Warrior	LIGHT	Effect	None
Silent Swordsman LV5	0	No	2300	1000	5	Warrior	LIGHT	Effect	None
Silent Swordsman LV7	0	No	2800	1000	7	Warrior	LIGHT	Effect	None
Silent Magician LV4	0	No	1000	1000	4	Spellcaster	LIGHT	Effect	None
Magician's Circle	0	Yes	0	0	0	Trap	Trap	Trap	None
Magician's Unite	0	Yes	0	0	0	Spell	Spell	Spell	None
Silent Magician LV8	0	No	3500	1000	8	Spellcaster	LIGHT	Effect	None
Woodborg Inpachi	0	Yes	500	2500	5	Machine	FIRE	None	None
Mighty Guard	0	No	500	1200	4	Machine	EARTH	None	None
Bokoichi the Freightening Car	0	No	500	500	2	Machine	DARK	None	None
Harpie Girl	0	Yes	500	500	2	Winged Beast	WIND	None	None
The Creator	0	No	2300	3000	8	Thunder	LIGHT	Effect	None
The Creator Incarnate	0	No	1600	1500	4	Warrior	LIGHT	Effect	None
Ultimate Insect LV3	0	No	1400	900	3	Insect	WIND	Effect	None
Mystic Swordsman LV6	0	No	2300	1700	6	Warrior	EARTH	Effect	None
Heavy Mech Support Platform	0	No	500	500	3	Machine	DARK	Union	None
Element Magician	0	No	1500	1200	4	Spellcaster	LIGHT	Effect	None
Element Saurus	0	No	1500	1200	4	Dinosaur	DARK	Effect	None
Roc from the Valley of Haze	0	No	2400	1400	6	Winged Beast	WIND	Effect	None
Sasuke Samurai	0	No	1200	1200	4	Warrior	WIND	Effect	None
Harpie Lady 1	0	Yes	1300	1400	4	Winged Beast	WIND	Effect	None
Harpie Lady 2	0	Yes	1300	1400	4	Winged Beast	WIND	Effect	None
Harpie Lady 3	0	Yes	1300	1400	4	Winged Beast	WIND	Effect	None
Raging Flame Sprite	0	No	100	200	3	Pyro	FIRE	Effect	None
Thestalos the Firestorm Monarch	0	No	2400	1000	6	Pyro	FIRE	Effect	None
Eagle Eye	0	No	1300	1200	3	Winged Beast	WIND	Effect	None
Tactical Espionage Expert	0	Yes	1300	1200	3	Warrior	EARTH	Effect	None
Invasion of Flames	0	No	1300	1200	3	Pyro	FIRE	Effect	None
Creeping Doom Manta	0	No	1300	1200	3	Fish	WATER	Effect	None
Pitch-Black Warwolf	0	No	1600	600	4	Beast-Warrior	DARK	Effect	None
Mirage Dragon	0	No	1600	600	4	Dragon	LIGHT	Effect	None
Gaia Soul the Combustible Collective	0	No	2000	0	4	Pyro	FIRE	Effect	None
Fox Fire	0	No	300	200	2	Pyro	FIRE	Effect	None
Big Core	0	No	2300	1100	6	Machine	DARK	Effect	None
Fusilier Dragon, the Dual-Mode Beast	0	Yes	2800	2000	7	Machine	DARK	Effect	None
Dekoichi the Battlechanted Locomotive	0	No	1400	1000	4	Machine	DARK	Effect	None
A-Team: Trap Disposal Unit	0	No	300	400	2	Machine	FIRE	Effect	None
Homunculus the Alchemic Being	0	Yes	1800	1600	4	Plant	LIGHT	Effect	None
Dark Blade the Dragon Knight	0	No	2200	1500	6	Warrior	DARK	Fusion/Effect	None
Mokey Mokey King	0	No	300	100	6	Fairy	LIGHT	Fusion/Effect	None
Serial Spell	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Harpies' Hunting Ground	0	Yes	0	0	0	Spell	Spell	Spell	Field
Triangle Ecstasy Spark	0	Yes	0	0	0	Spell	Spell	Spell	None
Necklace of Command	0	No	0	0	0	Spell	Spell	Spell	Equip
Flint	0	No	0	0	0	Spell	Spell	Spell	Equip
Mokey Mokey Smackdown	0	No	0	0	0	Spell	Spell	Spell	Continuous
Back to Square One	0	Yes	0	0	0	Spell	Spell	Spell	None
Monster Reincarnation	0	No	0	0	0	Spell	Spell	Spell	None
Ballista of Rampart Smashing	0	No	0	0	0	Spell	Spell	Spell	Equip
Lighten the Load	0	No	0	0	0	Spell	Spell	Spell	Continuous
Malice Dispersion	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Divine Wrath	0	No	0	0	0	Trap	Trap	Trap	Counter
Xing Zhen Hu	0	No	0	0	0	Trap	Trap	Trap	Continuous
Rare Metalmorph	0	No	0	0	0	Trap	Trap	Trap	Continuous
Mind Haxorz	0	No	0	0	0	Trap	Trap	Trap	None
Fuh-Rin-Ka-Zan	0	No	0	0	0	Trap	Trap	Trap	None
Chain Burst	0	No	0	0	0	Trap	Trap	Trap	Continuous
Pikeru's Circle of Enchantment	0	No	0	0	0	Trap	Trap	Trap	None
Spell Purification	0	No	0	0	0	Trap	Trap	Trap	None
Astral Barrier	0	No	0	0	0	Trap	Trap	Trap	Continuous
Covering Fire	0	No	0	0	0	Trap	Trap	Trap	None
Castle Gate	0	No	0	2400	6	Rock	EARTH	Effect	None
Owner's Seal	0	Yes	0	0	0	Spell	Spell	Spell	None
Space Mambo	0	No	1700	1000	4	Fish	WATER	None	None
Divine Dragon Ragnarok	0	No	1500	1000	4	Dragon	LIGHT	None	None
Chu-Ske the Mouse Fighter	0	No	1200	0	3	Beast	EARTH	None	None
Insect Knight	0	No	1900	1500	4	Insect	EARTH	None	None
Sacred Phoenix of Nephthys	0	No	2400	1600	8	Winged Beast	FIRE	Effect	None
Hand of Nephthys	0	No	600	600	2	Spellcaster	WIND	Effect	None
Ultimate Insect LV5	0	No	2300	900	5	Insect	WIND	Effect	None
Granmarg the Rock Monarch	0	No	2400	1000	6	Rock	EARTH	Effect	None
Element Valkyrie	0	No	1500	1200	4	Fairy	LIGHT	Effect	None
Element Doom	0	No	1500	1200	4	Fiend	DARK	Effect	None
Maji-Gire Panda	0	Yes	1000	800	4	Beast	EARTH	Effect	None
Catnipped Kitty	0	No	0	500	2	Beast	EARTH	Effect	None
Behemoth the King of All Animals	0	No	2700	1500	7	Beast	EARTH	Effect	None
Big-Tusked Mammoth	0	No	2000	1000	5	Beast	EARTH	Effect	None
Kangaroo Champ	0	No	800	700	4	Beast	EARTH	Effect	None
Hyena	0	No	1000	300	3	Beast	EARTH	Effect	None
Blade Rabbit	0	No	400	300	2	Beast	EARTH	Effect	None
Mecha-Dog Marron	0	No	1000	1000	4	Machine	LIGHT	Effect	None
Blast Magician	0	No	1400	1700	4	Spellcaster	FIRE	Effect	None
Gearfried the Swordmaster	0	No	2600	2200	7	Warrior	LIGHT	Effect	None
Armed Samurai - Ben Kei	0	Yes	500	800	4	Warrior	DARK	Effect	None
Shadowslayer	0	No	1400	200	4	Fiend	DARK	Effect	None
Golem Sentry	0	No	800	1800	4	Rock	EARTH	Effect	None
Abare Ushioni	0	No	1200	1200	4	Beast-Warrior	EARTH	Effect	None
The Light - Hex-Sealed Fusion	0	No	1000	1600	3	Rock	LIGHT	Effect	None
The Dark - Hex-Sealed Fusion	0	No	1000	1600	3	Rock	DARK	Effect	None
The Earth - Hex-Sealed Fusion	0	No	1000	1600	3	Rock	EARTH	Effect	None
Whirlwind Prodigy	0	No	1500	1600	4	Fairy	WIND	Effect	None
Flame Ruler	0	No	1500	1600	4	Pyro	FIRE	Effect	None
Firebird	0	No	1000	800	4	Winged Beast	FIRE	Effect	None
Rescue Cat	0	No	300	100	4	Beast	EARTH	Effect	None
Brain Jacker	0	Yes	200	900	2	Fiend	DARK	Effect	None
Gatling Dragon	0	Yes	2600	1200	8	Machine	DARK	Fusion/Effect	None
King Dragun	0	No	2400	1100	7	Dragon	DARK	Fusion/Effect	None
A Feather of the Phoenix	0	No	0	0	0	Spell	Spell	Spell	None
Poison Fangs	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Swords of Concealing Light	0	No	0	0	0	Spell	Spell	Spell	Continuous
Spiral Spear Strike	0	No	0	0	0	Spell	Spell	Spell	Continuous
Release Restraint	0	No	0	0	0	Spell	Spell	Spell	None
Centrifugal Field	0	No	0	0	0	Spell	Spell	Spell	Field
Fulfillment of the Contract	0	No	0	0	0	Spell	Spell	Spell	Equip
Re-Fusion	0	No	0	0	0	Spell	Spell	Spell	Equip
The Big March of Animals	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Cross Counter	0	Yes	0	0	0	Trap	Trap	Trap	None
Threatening Roar	0	No	0	0	0	Trap	Trap	Trap	None
Phoenix Wing Wind Blast	0	No	0	0	0	Trap	Trap	Trap	None
Good Goblin Housekeeping	0	No	0	0	0	Trap	Trap	Trap	None
Beast Soul Swap	0	No	0	0	0	Trap	Trap	Trap	None
Assault on GHQ	0	No	0	0	0	Trap	Trap	Trap	None
D.D. Dynamite	0	No	0	0	0	Trap	Trap	Trap	None
Deck Devastation Virus	0	No	0	0	0	Trap	Trap	Trap	None
Elemental Burst	0	No	0	0	0	Trap	Trap	Trap	None
Forced Ceasefire	0	No	0	0	0	Trap	Trap	Trap	None
Curse of Vampire	0	No	2000	800	6	Zombie	DARK	Effect	None
Union Attack	0	No	0	0	0	Spell	Spell	Spell	None
Blood Sucker	0	No	1300	1500	4	Zombie	DARK	Effect	None
Overpowering Eye	0	No	0	0	0	Spell	Spell	Spell	None
Red-Eyes Darkness Dragon	0	No	2400	2000	9	Dragon	DARK	Effect	None
Vampire Genesis	0	No	3000	2100	8	Zombie	DARK	Effect	None
Kaibaman	0	No	200	700	3	Warrior	LIGHT	Effect	None
Elemental Hero Avian	0	No	1000	1000	3	Warrior	WIND	None	None
Elemental Hero Burstinatrix	0	Yes	1200	800	3	Warrior	FIRE	None	None
Elemental Hero Clayman	0	No	800	2000	4	Warrior	EARTH	None	None
Elemental Hero Sparkman	0	No	1600	1400	4	Warrior	LIGHT	None	None
Winged Kuriboh	0	No	300	200	1	Fairy	LIGHT	Effect	None
Winged Kuriboh	1	No	300	200	1	Fairy	LIGHT	Effect	None
Ancient Gear Golem	0	No	3000	3000	8	Machine	EARTH	Effect	None
Ancient Gear Beast	0	No	2000	2000	6	Machine	EARTH	Effect	None
Ancient Gear Soldier	0	Yes	1300	1300	4	Machine	EARTH	Effect	None
Millennium Scorpion	0	No	2000	1800	5	Insect	EARTH	Effect	None
Ultimate Insect LV7	0	No	2600	1200	7	Insect	WIND	Effect	None
Lost Guardian	0	No	100	65535	4	Rock	EARTH	Effect	None
Hieracosphinx	0	No	2400	1200	6	Rock	EARTH	Effect	None
Criosphinx	0	No	1200	2400	6	Rock	EARTH	Effect	None
Moai Interceptor Cannons	0	No	1100	2000	4	Rock	EARTH	Effect	None
Megarock Dragon	0	No	65535	65535	7	Rock	EARTH	Effect	None
Dummy Golem	0	No	800	800	2	Rock	EARTH	Effect	None
Grave Ohja	0	No	1600	1500	4	Rock	EARTH	Effect	None
Mine Golem	0	No	1000	1900	3	Rock	EARTH	Effect	None
Monk Fighter	0	No	1300	1000	3	Rock	EARTH	Effect	None
Master Monk	0	No	1900	1000	5	Rock	EARTH	Effect	None
Guardian Statue	0	No	800	1400	4	Rock	EARTH	Effect	None
Medusa Worm	0	No	500	600	2	Rock	EARTH	Effect	None
D.D. Survivor	0	No	1800	200	4	Warrior	DARK	Effect	None
Mid Shield Gardna	0	No	100	1800	4	Warrior	EARTH	Effect	None
White Ninja	0	No	1500	800	4	Warrior	LIGHT	Effect	None
Aussa the Earth Charmer	0	No	500	1500	3	Spellcaster	EARTH	Effect	None
Eria the Water Charmer	0	No	500	1500	3	Spellcaster	WATER	Effect	None
Hiita the Fire Charmer	0	No	500	1500	3	Spellcaster	FIRE	Effect	None
Wynn the Wind Charmer	0	No	500	1500	3	Spellcaster	WIND	Effect	None
Batteryman AA	0	No	0	0	3	Thunder	LIGHT	Effect	None
Des Wombat	0	No	1600	300	3	Beast	EARTH	Effect	None
King of the Skull Servants	0	No	65535	0	1	Zombie	DARK	Effect	None
Reshef the Dark Being	0	No	2500	1500	8	Fiend	LIGHT	Ritual/Effect	None
Elemental Mistress Doriado	0	No	1200	1400	3	Spellcaster	LIGHT	Ritual/Effect	None
Elemental Hero Flame Wingman	0	No	2100	1200	6	Warrior	WIND	Fusion/Effect	None
Elemental Hero Thunder Giant	0	No	2400	1500	6	Warrior	LIGHT	Fusion/Effect	None
Gift of the Martyr	0	Yes	0	0	0	Spell	Spell	Spell	None
Double Attack	0	No	0	0	0	Spell	Spell	Spell	None
Battery Charger	0	No	0	0	0	Spell	Spell	Spell	None
Kaminote Blow	0	No	0	0	0	Spell	Spell	Spell	None
Doriado's Blessing	0	No	0	0	0	Spell	Spell	Spell	Ritual
Final Ritual of the Ancients	0	No	0	0	0	Spell	Spell	Spell	Ritual
Legendary Black Belt	0	No	0	0	0	Spell	Spell	Spell	Equip
Nitro Unit	0	No	0	0	0	Spell	Spell	Spell	Equip
Shifting Shadows	0	No	0	0	0	Spell	Spell	Spell	Continuous
Impenetrable Formation	0	No	0	0	0	Spell	Spell	Spell	Continuous
Hero Signal	0	No	0	0	0	Trap	Trap	Trap	None
Pikeru's Second Sight	0	No	0	0	0	Trap	Trap	Trap	None
Minefield Eruption	0	No	0	0	0	Trap	Trap	Trap	None
Kozaky's Self-Destruct Button	0	Yes	0	0	0	Trap	Trap	Trap	None
Mispolymerization	0	Yes	0	0	0	Trap	Trap	Trap	None
Level Conversion Lab	0	Yes	0	0	0	Trap	Trap	Trap	None
Rock Bombardment	0	No	0	0	0	Trap	Trap	Trap	None
Token Feastevil	0	No	0	0	0	Trap	Trap	Trap	None
Spell-Stopping Statute	0	No	0	0	0	Trap	Trap	Trap	Counter
Royal Surrender	0	No	0	0	0	Trap	Trap	Trap	Counter
Infernal Flame Emperor	0	No	2700	1600	9	Pyro	FIRE	Effect	None
Holy Knight Ishzark	0	No	2300	1800	6	Warrior	LIGHT	Effect	None
Ocean Dragon Lord - Neo-Daedalus	0	No	2900	1600	8	Sea Serpent	WATER	Effect	None
Cycroid	0	No	800	1000	3	Machine	EARTH	None	None
Patroid	0	No	1200	1200	4	Machine	EARTH	Effect	None
Gyroid	0	No	1000	1000	3	Machine	WIND	Effect	None
Steamroid	0	No	1800	1800	4	Machine	EARTH	Effect	None
Drillroid	0	No	1600	1600	4	Machine	EARTH	Effect	None
UFOroid	0	No	1200	1200	6	Machine	LIGHT	Effect	None
Jetroid	0	No	1200	1800	4	Machine	WIND	Effect	None
Cyber Dragon	0	No	2100	1600	5	Machine	LIGHT	Effect	None
Wroughtweiler	0	No	800	1200	3	Machine	EARTH	Effect	None
Elemental Hero Bubbleman	0	No	800	1200	4	Warrior	WATER	Effect	None
Steam Gyroid	0	No	2200	1600	6	Machine	EARTH	Fusion	None
UFOroid Fighter	0	No	65535	65535	10	Machine	LIGHT	Fusion/Effect	None
Cyber Twin Dragon	0	No	2800	2100	8	Machine	LIGHT	Fusion/Effect	None
Cyber End Dragon	0	No	4000	2800	10	Machine	LIGHT	Fusion/Effect	None
Power Bond	0	No	0	0	0	Spell	Spell	Spell	None
Skyscraper	0	No	0	0	0	Spell	Spell	Spell	Field
Summon Priest	0	No	800	1600	4	Spellcaster	DARK	Effect	None
Dark Dreadroute	0	No	4000	4000	10	Fiend	DARK	Effect	None
Winged Kuriboh LV10	0	No	300	200	10	Fairy	LIGHT	Effect	None
Transcendent Wings	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Bubble Shuffle	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Spark Blaster	0	Yes	0	0	0	Spell	Spell	Spell	Equip
Dark Ruler Vandalgyon	0	No	2800	2500	8	Dragon	DARK	Effect	None
Soitsu	0	Yes	0	0	3	Fairy	WIND	None	None
Mad Lobster	0	No	1700	1000	3	Aqua	WATER	None	None
Jerry Beans Man	0	No	1750	0	3	Plant	EARTH	None	None
Cybernetic Magician	0	No	2400	1000	6	Spellcaster	LIGHT	Effect	None
Cybernetic Cyclopean	0	No	1400	200	4	Beast-Warrior	EARTH	Effect	None
Mechanical Hound	0	No	2800	1500	7	Machine	EARTH	Effect	None
Cyber Archfiend	0	No	1000	2000	4	Fiend	DARK	Effect	None
Goblin Elite Attack Force	0	No	2200	1500	4	Fiend	EARTH	Effect	None
B.E.S. Crystal Core	0	No	2100	1000	5	Machine	WATER	Effect	None
Giant Kozaky	0	Yes	2500	2400	4	Fiend	DARK	Effect	None
Indomitable Fighter Lei Lei	0	No	2300	0	4	Beast-Warrior	EARTH	Effect	None
Protective Soul Ailin	0	Yes	0	0	1	Fairy	LIGHT	Union	None
Doitsu	0	Yes	100	200	4	Fairy	EARTH	Union	None
Des Frog	0	No	1900	0	5	Aqua	WATER	Effect	None
T.A.D.P.O.L.E.	0	No	0	0	1	Aqua	WATER	Effect	None
Poison Draw Frog	0	No	100	100	2	Aqua	WATER	Effect	None
Tyranno Infinity	0	No	65535	0	4	Dinosaur	EARTH	Effect	None
Batteryman C	0	No	0	0	2	Thunder	LIGHT	Effect	None
Ebon Magician Curran	0	No	1200	0	2	Spellcaster	DARK	Effect	None
D.D.M. - Different Dimension Master	0	No	1700	1500	5	Spellcaster	LIGHT	Effect	None
Fusion Recovery	0	No	0	0	0	Spell	Spell	Spell	None
Miracle Fusion	0	No	0	0	0	Spell	Spell	Spell	None
Dragon's Mirror	0	No	0	0	0	Spell	Spell	Spell	None
System Down	0	No	0	0	0	Spell	Spell	Spell	None
Des Croaking	0	No	0	0	0	Spell	Spell	Spell	None
Pot of Generosity	0	No	0	0	0	Spell	Spell	Spell	None
Shien's Spy	0	No	0	0	0	Spell	Spell	Spell	None
Fire Darts	0	No	0	0	0	Trap	Trap	Trap	None
Spiritual Earth Art - Kurogane	0	No	0	0	0	Trap	Trap	Trap	None
Spiritual Water Art - Aoi	0	No	0	0	0	Trap	Trap	Trap	None
Spiritual Fire Art - Kurenai	0	No	0	0	0	Trap	Trap	Trap	None
Spiritual Wind Art - Miyabi	0	No	0	0	0	Trap	Trap	Trap	None
A Rival Appears!	0	No	0	0	0	Trap	Trap	Trap	None
Magical Explosion	0	No	0	0	0	Trap	Trap	Trap	None
Rising Energy	0	No	0	0	0	Trap	Trap	Trap	None
D.D. Trap Hole	0	No	0	0	0	Trap	Trap	Trap	None
Conscription	0	No	0	0	0	Trap	Trap	Trap	None
Dimension Wall	0	No	0	0	0	Trap	Trap	Trap	None
Prepare to Strike Back	0	Yes	0	0	0	Trap	Trap	Trap	Continuous
Triage	0	No	0	0	0	Trap	Trap	Trap	Counter
Alkana Knight Joker	0	No	3800	2500	9	Warrior	LIGHT	Fusion/Effect	None
Gilford the Legend	0	No	2600	2000	8	Warrior	EARTH	Effect	None
Warrior Lady of the Wasteland	0	No	1100	1200	4	Warrior	EARTH	Effect	None
Divine Sword - Phoenix Blade	0	No	0	0	0	Spell	Spell	Spell	Equip
Elemental Hero Shining Flare Wingman	0	No	2500	2100	8	Warrior	LIGHT	Fusion/Effect	None
Level Modulation	0	No	0	0	0	Spell	Spell	Spell	None
Ojamuscle	0	No	0	0	0	Spell	Spell	Spell	None
Ojamagic	0	No	0	0	0	Spell	Spell	Spell	None
V-Tiger Jet	0	No	1600	1800	4	Machine	LIGHT	None	None
Blade Skater	0	Yes	1400	1500	4	Warrior	EARTH	None	None
Reborn Zombie	0	No	1000	1600	4	Zombie	DARK	Effect	None
W-Wing Catapult	0	No	1300	1500	4	Machine	LIGHT	Union	None
Elemental Hero Bladedge	0	No	2600	1800	7	Warrior	EARTH	Effect	None
