index	card	atk	def	level	race	attribute	type	spell/trap type	description	rating
395	Armed Ninja	300	300	1	Warrior	EARTH	Effect	None	FLIP: Select 1 Spell Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Spell Card, it is destroyed. If it is a Trap Card, return it to its original position.	
1773	Armed Samurai - Ben Kei	500	800	4	Warrior	DARK	Effect	None	In addition to a normal attack, this card can attack during the same Battle Phase as many times as the number of Equip Cards equipped to this card.	
1555	Armor Break	0	0	0	Trap	Trap	Trap	Counter	Negate the activation of an Equip Spell Card and destroy it.	
1279	Armor Exe	2400	1400	4	Rock	LIGHT	Effect	None	This card cannot attack in the same turn it is Normal Summoned, Flip Summoned, or Special Summoned. During each of your and your opponent's Standby Phases, remove 1 Spell Counter on your side of the field. If you do not, destroy this card.	
56	Armored Lizard	1500	1200	4	Reptile	EARTH	None	None	A lizard with a very tough hide and a vicious bite.	
519	Armored Rat	950	1100	3	Beast	EARTH	None	None	The fur on this monster rat is tough enough to repel swords.	
509	Armored Starfish	850	1400	4	Aqua	WATER	None	None	A bluish starfish with a solid hide capable of fending off attacks.	
102	Armored Zombie	1500	0	3	Zombie	DARK	None	None	This warrior blindly swings a deadly blade with devastating force.	
2084	Army Ant Token	500	1200	4	Insect	EARTH	Token	None	Special Summon with the effect of @5"Multiplication of Ants"@7. This Token cannot be used as a Tribute for a Tribute Summon.	
1025	Array of Revealing Light	0	0	0	Spell	Spell	Spell	Field	Declare 1 Type of monster. Any monster of the declared Type cannot declare an attack during the turn it is Normal Summoned, Flip Summoned or Special Summoned.	
826	Arsenal Bug	2000	2000	3	Insect	EARTH	Effect	None	If there are no face-up Insect-Type monsters (except this monster) on your side of the field, both the ATK and DEF of this monster become 1000 points.	
1345	Arsenal Robber	0	0	0	Trap	Trap	Trap	None	Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.	
1312	Arsenal Summoner	1600	1600	4	Spellcaster	WIND	Effect	None	FLIP: Add 1 card that includes @5"Guardian"@7 in its card name from your Deck to your hand. You cannot add @5"Celtic Guardian"@7, @5"Winged Dragon, Guardian of the Fortress #1"@7, @5"Winged Dragon, Guardian of the Fortress #2"@7, @5"Guardian of the Labyrinth"@7, @5"The Reliable Guardian"@7, or @5"Guardian Exode"@7.	
1801	Assault on GHQ	0	0	0	Trap	Trap	Trap	None	Select 1 monster on your side of the field to activate this card. Destroy the selected card and send 2 cards from the top of your opponent's Deck to the Graveyard.	
1749	Astral Barrier	0	0	0	Trap	Trap	Trap	Continuous	If your opponent's monster attacks a monster on your side of the field, you can make the attack a direct attack to your Life Points.	
1072	Asura Priest	1700	1200	4	Fairy	LIGHT	Spirit	None	This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. This card can attack all monsters on your opponent's side of the field. You cannot attack your opponent directly if you attack any monsters first.	
1572	Aswan Apparition	500	500	3	Fiend	DARK	Effect	None	If this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Trap Card from your Graveyard to the top of your Deck.	
1529	Atomic Firefly	100	200	1	Insect	LIGHT	Effect	None	When this face-up card on the field attacks or is attacked and it is destroyed as a result of battle, the player who destroyed it takes 1000 points of damage.	
763	Attack and Receive	0	0	0	Trap	Trap	Trap	None	You can only activate this card when you take damage to your Life Points. Inflict 700 points of damage to your opponent's Life Points. Also, inflict 300 points of damage to your opponent's Life Points for each @5"Attack and Receive"@7 card in your Graveyard.	
2028	Attack Reflector Unit	0	0	0	Trap	Trap	Trap	None	Tribute 1 @5"Cyber Dragon"@7 on your side of the field to activate this card. Special Summon 1 @5"Cyber Barrier Dragon"@7 from your hand or Deck.	
1839	Aussa the Earth Charmer	500	1500	3	Spellcaster	EARTH	Effect	None	FLIP: Take control of 1 EARTH monster on your opponent's side of the field, for as long as this card remains face-up on the field.	
1238	Autonomous Action Unit	0	0	0	Spell	Spell	Spell	Equip	Pay 1500 Life Points. Select 1 monster from your opponent's Graveyard, Special Summon it to your side of the field in Attack Position, and equip it with this card. When this card is removed from the field, destroy the equipped monster.	
1523	Avatar of The Pot	1200	1300	3	Rock	EARTH	Effect	None	By sending 1 @5"Pot of Greed"@7 from your hand to the Graveyard, draw 3 cards from your Deck.	
2010	Axe Dragonute	2000	1200	4	Dragon	DARK	Effect	None	If this card attacks, it is changed to Defense Position at the end of the Damage Step.	
283	Axe of Despair	0	0	0	Spell	Spell	Spell	Equip	Increase the ATK of a monster equipped with this card by 1000 points. When this card is sent from the field to the Graveyard, if you offer 1 monster on your side of the field as a Tribute, this card returns to the top of your Deck.	
84	Axe Raider	1700	1150	4	Warrior	EARTH	None	None	An axe-wielding monster of tremendous strength and agility.	
475	B. Dragon Jungle King	2100	1800	6	Dragon	EARTH	None	None	A jet-black dragon found in the deepest jungles who normally devours trees.	
205	B. Skull Dragon	3200	2500	9	Dragon	DARK	Fusion	None	@5"Summoned Skull"@7 + @5"Red-Eyes B. Dragon"@7	
2034	B.E.S. Covered Core	2500	800	7	Machine	EARTH	Effect	None	Put 2 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, toss a coin and call it at the end of the Damage Step. If you call it wrong, remove 1 counter. If this card battles without a counter, destroy this card at the end of the Damage Step.	
1904	B.E.S. Crystal Core	2100	1000	5	Machine	WATER	Effect	None	Put 3 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step. Once per turn, during your Main Phase, you can change 1 face-up Attack Position monster on your opponent's side of the field to face-up Defense Position.	
1968	B.E.S. Tetran	1800	2300	6	Machine	WIND	Effect	None	Put 3 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step. Also, by removing 1 counter on this card, destroy 1 Spell or Trap Card on the field. You can only use this effect once per turn.	
7	Baby Dragon	1200	700	3	Dragon	WIND	None	None	Much more than just a child, this dragon is gifted with untapped power.	
1736	Back to Square One	0	0	0	Spell	Spell	Spell	None	Discard 1 card from your hand. Return 1 monster on the field to the top of the owner's Deck.	
1547	Backfire	0	0	0	Trap	Trap	Trap	Continuous	When a FIRE monster(s) on your side of the field is destroyed and sent to the Graveyard, inflict 500 points of damage to your opponent's Life Points.	
762	Backup Soldier	0	0	0	Trap	Trap	Trap	None	You can activate this card when there are 5 or more Monster Cards in your Graveyard. Select up to 3 Monster Cards with an ATK of 1500 points or less (except Effect Monster Cards) from your Graveyard and add them to your hand.	
559	Bad Reaction to Simochi	0	0	0	Trap	Trap	Trap	Continuous	As long as this card remains face-up on the field, the effect of increasing your opponent's Life Points is changed to inflict the same amount of points in damage to your opponent's Life Points.	
985	Bait Doll	0	0	0	Spell	Spell	Spell	None	Force the activation of 1 face-down Trap Card. If the timing of the activation of the Trap Card is incorrect, negate the effect and destroy it. If it is not a Trap Card, it is returned to its original position. After this card is activated, it is placed into the Deck (not the Graveyard). The Deck is then shuffled.	
1738	Ballista of Rampart Smashing	0	0	0	Spell	Spell	Spell	Equip	If a monster equipped with this card attacks a face-down Defense Position monster, increase the ATK of the equipped monster by 1500 points.	
729	Banisher of the Light	100	2000	3	Fairy	LIGHT	Effect	None	As long as this card remains face-up on the field, any card sent to the Graveyard is removed from play instead.	
1190	Banner of Courage	0	0	0	Spell	Spell	Spell	Continuous	During your Battle Phase only, increase the ATK of all monsters on your side of the field by 200 points.	
1009	Bark of Dark Ruler	0	0	0	Trap	Trap	Trap	None	You can only activate this card during the Damage Step of the Battle Phase that a Fiend-Type monster on your side of the field attacks or is attacked. Pay Life Points (in multiples of 100 points) to decrease 1 of your opponent's monster's ATK and DEF by the same amount of points until the End Phase of that turn.	
700	Baron of the Fiend Sword	1550	800	4	Fiend	DARK	None	None	An aristocrat who wields a sword possessed by a malicious spirit that preys on the weak.	
95	Barox	1380	1530	5	Fiend	DARK	Fusion	None	@5"Frenzied Panda"@7 + @5"Ryu-Kishin"@7	
602	Barrel Dragon	2600	2200	7	Machine	DARK	Effect	None	Toss a coin 3 times. If 2 out of 3 results are Heads, destroy 1 monster on your opponent's side of the field. You can only use this effect once per turn, during your Main Phase.	
412	Barrel Lily	1100	600	3	Plant	EARTH	None	None	This wicked flower attacks enemies with pollen projectiles.	
384	Barrel Rock	1000	1300	4	Rock	EARTH	None	None	Shouldering a pair of machine guns, this monster is unstoppable.	
55	Basic Insect	500	700	2	Insect	EARTH	None	None	Usually found traveling in swarms, this creature's ideal environment is the forest.	
1852	Battery Charger	0	0	0	Spell	Spell	Spell	None	Pay 500 Life Points. Special Summon 1 monster from your Graveyard that includes @5"Batteryman"@7 in its card name.	
1843	Batteryman AA	0	0	3	Thunder	LIGHT	Effect	None	If all @5"Batteryman AA"@7(s) on your side of the field are in Attack Position, increase the ATK of this card by 1000 points for each @5"Batteryman AA"@7 on your side of the field. If all @5"Batteryman AA"@7(s) on your side of the field are in Defense Position, increase the DEF of this card by 1000 points for each @5"Batteryman AA"@7 on your side of the field.	
1913	Batteryman C	0	0	2	Thunder	LIGHT	Effect	None	If all @5"Batteryman C"@7(s) on your side of the field are in Attack Position, increase the ATK of all Machine-Type monsters on your side of the field by 500 points for each @5"Batteryman C"@7 on your side of the field. If all @5"Batteryman C"@7(s) on your side of the field are in Defense Position, increase the DEF of all Machine-Type monsters on your side of the field by 500 points for each @5"Batteryman C"@7 on your side of the field.	
1311	Battle Footballer	1000	2100	4	Machine	FIRE	None	None	A cyborg with high defense power. Originally it was invented for a football machine.	
28	Battle Ox	1700	1000	4	Beast-Warrior	EARTH	None	None	A monster with tremendous power, it destroys enemies with a swing of its axe.	
